part_number,name_en,name_cn,spec_cn,retail_price,fitment
312001-0028,battery,蓄电池,GT9B-4 9AH 胶体 黑色壳体,127.5,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""17"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
303001-0009,CDI,点火器,隆鑫发动机自带,17,"[{""make"": ""Kayo"", ""year"": 2019, ""model"": ""AU200"", ""section"": null, ""variant"": null, ""callout_no"": ""19"", ""confidence"": ""high"", ""model_code"": ""AU200""}]"
306001-0014,ignition coil,高压包,LX-CVT175专用/带Jantel LX175（隆鑫发动机自带）,25.5,"[{""make"": ""Kayo"", ""year"": 2019, ""model"": ""AU200"", ""section"": null, ""variant"": null, ""callout_no"": ""20"", ""confidence"": ""high"", ""model_code"": ""AU200""}]"
805002-0018,fuel tank,油箱总成,黑电泳 卡口 带传感器/新通气嘴 防水插件,110.5,"[{""make"": ""Kayo"", ""year"": 2019, ""model"": ""AU200"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""AU200""}]"
314001-0011,electric lock(10.1.2023~),套锁总成,改型CG125二锁 带电门锁/油箱锁 线长280,42.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AU300"", ""section"": null, ""variant"": null, ""callout_no"": ""7"", ""confidence"": ""high"", ""model_code"": ""AU300""}]"
909010-0023,Heat insulation film,隔热膜,银色 266*417*厚2mm 带单面不干胶,13.6,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""17"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
703000-0029,rear rack assy.,后货架总成,亚 黑 AU200 配盖板状态422.5*239 带反射器支架*3 EPA状态,127.5,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
702000-0009,front rack assy.,前货架总成,亚 黑 AU200 配盖板状态295*412 带反射器支架*2 EPA状态,127.5,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
704000-0006-01,bumper,AU200前防护总成,亚 黑 463*446.8/安装管加长,110.5,"[{""make"": ""Kayo"", ""year"": 2019, ""model"": ""AU200"", ""section"": null, ""variant"": null, ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""AU200""}]"
803006-0006-02,head cove/white,头 罩,白 色 AU200,34,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AU300"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""AU300""}]"
803006-0006,head cover red,头 罩,红 色 AU200,34,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
803006-0005,front cover,前 罩,黑 色,39.1,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
803006-0009,shift lever decorative board,变档杆装饰板,黑 色,17,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""4"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
803006-0001-02,front plastics white,前车体,白 色,127.5,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
803006-0001,front plastics red,前车体,红 色 AU200,127.5,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
803006-0012,right plastic footpeg,塑料右脚踏,黑色,59.5,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""6"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
803006-0004,right middle cover,右中护板,黑 色 带安装柱,47.6,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""7"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
803006-0003,left middle cover,左中护板,黑 色 带安装柱,47.6,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""8"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
803006-0011,left plastic footpeg,塑料左脚踏,黑色,59.5,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""9"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
803006-0002-02,rear plastics black,后车体,黑 色,136,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""10"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
803006-0002,rear plastics red,后车体,红 色 AU200,136,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""10"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
803006-0007-02,fuel tank fender white,油箱护板,白 色,34,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""16"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
803006-0007,fuel tank fender red,油箱护板,红 色 AU200,34,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""16"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
701000-0024,seat,座垫总成,黑色 AU200,102,"[{""make"": ""Kayo"", ""year"": 2019, ""model"": ""AU200"", ""section"": null, ""variant"": null, ""callout_no"": ""17"", ""confidence"": ""high"", ""model_code"": ""AU200""}]"
701000-0024-04,seat,座垫总成,黑色 AU200 装缓冲胶块 两侧烫印KAYO,102,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""17"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
903008-0025,clip nut,夹片螺母,军 绿 M6 22*14*1.0,2.55,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""23"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
315003-0005,CDI bracket,点火器支架,兰白锌 AU200 50*25*28 带2-Φ4孔,8.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S200"", ""section"": null, ""variant"": null, ""callout_no"": ""35"", ""confidence"": ""high"", ""model_code"": ""S200""}]"
804011-0007,sticker 2022,AU200贴花 513胶 白色,JK17147-5/KAYO BULL200,59.5,"[{""make"": ""Kayo"", ""year"": 2019, ""model"": ""AU200"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""AU200""}]"
804011-0028,sticker orange 2023,AU200贴花 橙色 468胶,JK22019-2,59.5,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
804011-0029,sticker red 2023,AU200贴花 红色 468胶,JK22019-2,59.5,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""1-1"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
602001-0024,handlebar(11.15.2022~),钢制方向把,亚 黑 无缝管780*208/两头滚花/ 左边带Φ5孔,68,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
401000-0091,front wheel,前轮辋,黑 色 10*5.5 4/156 130+15,76.5,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
401000-0096,front rim,前轮辋,黑 色 10*5.5 4/156 130+15,76.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AU300"", ""section"": null, ""variant"": null, ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""AU300""}]"
C90004-0104,front left wheel assy,前左轮组合件,安装好含401000-0096*1/401012-0044*1,221,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""15"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
C90004-0105,front right wheel assy,前右轮组合件,安装好含401000-0096*1/401012-0044-02*1,221,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""16"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
402000-0102,rear rim,后轮辋,黑 色 10*8.0AT-4/110 90-5,85,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AU300"", ""section"": null, ""variant"": null, ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""AU300""}]"
C90004-0108,rear left wheel assy,后左轮组合件,安装好含402000-0102*1/402008-0040*1,238,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""10"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
C90004-0109,rear right wheel assy,后右轮组合件,安装好含402000-0102*1/402008-0040-02*1,238,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""11"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
563000-0027-01,swing arm,平叉总成/金工,亚 黑 AU200 铝后桥状态 455*227/带T型碟刹限位柱,161.5,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
C90004-0121,swing arm kit,平叉组件,安装好含563000-0027-01*1/902002-0054*1/907002-0005*2/908007-0001*2/901001-0049*1/903007-0011*1,204,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""20"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
902002-0069,Rear brake limit bush,后碟刹限位套,兰白锌 Φ16*Φ24*16+Φ19*7椭圆,10.2,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""21"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
902001-0160,flat bush,平衬套,兰白锌 Φ18.5*Φ37*5 防尘盖限位用,10.2,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""22"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
903002-0005,flat washer Φ8*28*1.5,平垫 GB97.1-85,兰白锌 Φ8*28*1.5,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
903019-0011,S200,bolt,兰白锌 M8*12,3.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S200"", ""section"": null, ""variant"": null, ""callout_no"": ""1-32"", ""confidence"": ""high"", ""model_code"": ""S200""}]"
101000-0637,engine LX163FML,发动机总成,银色 LX/CVT200油冷 12全波直流点火 无棉 530-17 含负压嘴弯管/链条护罩/稳压器DJ7031Y-4.8-11/高压包打HYTCC屏蔽高压帽/点火器打HYDAC/无油管-右侧打KAYO填红漆/型号LX163FML/火花塞TORCH/D8RTC,1666,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
902001-0003,flat washer,平衬套,兰白锌 Φ8*12*H13,5.1,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TT140"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""TT140""}]"
505001-0022,rear axle,后轮轴,兰白锌 L=821*M18*1.5/含大螺母 配402003-0026使用,187,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
402003-0026,rear hub,后轮毂组件,兰白锌 花键24T/48.5+ 4*Φ110,64.6,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""6"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
568000-0144,rear brake mount round plate,后碟刹安装圆板,电泳黑 Φ72+38*19方形限位孔,34,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""7"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
102000-0080,carburetor,化油器,JK-DPZ30EB-2 拉线风门 一体式怠速螺栓 EPA状态 打PZ30,110.5,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
315008-0021,head light left bracket,前大灯左支架,亚 黑 AU200-2A Φ10钢筋成型两端带限位片,17,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""19"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
315008-0022,head light right bracket,前大灯右支架,亚 黑 AU200-2A Φ10钢筋成型两端带限位片,17,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""20"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
805002-0019,fuel tank AU200-2,油箱总成,黑电泳 卡口 带传感器/新通气嘴 防水插件,110.5,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
805004-0029,petcock 2024 model,for models with external on/off knob(not included),,17,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": null, ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
704000-0026,bumper,前防护总成,亚 黑 AU200 463*447 下安装孔距212,110.5,"[{""make"": ""Kayo"", ""year"": 2023, ""model"": ""AU200-2"", ""section"": null, ""variant"": null, ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""AU200-2""}]"
313001-0019,multi-functional switch,组合开关,五功能/不带风门开关/CT-S09 电喷版 防水插件 线长600,42.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AU300"", ""section"": null, ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""AU300""}]"
602014-0027,throttle cable,油门线,黑色 皮长1055尾长78 线芯304不锈钢,20.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AU300"", ""section"": null, ""variant"": null, ""callout_no"": ""4"", ""confidence"": ""high"", ""model_code"": ""AU300""}]"
602011-0010,throttle seat,油门座,黑色 带警示灯按钮 DJ7031F-2-11 T3状态,42.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AU300"", ""section"": null, ""variant"": null, ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""AU300""}]"
903020-0042,screw,断头螺丝,不锈钢 M5*18,6.8,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AU300"", ""section"": null, ""variant"": null, ""callout_no"": ""6"", ""confidence"": ""high"", ""model_code"": ""AU300""}]"
903004-0012,washer GB/896-1986 d4*D9*S0.7,开口挡圈,发 黑 GB/896-1986 d4*D9*S0.7,1.7,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AU300"", ""section"": null, ""variant"": null, ""callout_no"": ""8"", ""confidence"": ""high"", ""model_code"": ""AU300""}]"
404000-0191-02,front brake assy L=870+520*2,前碟刹总成,L=870+520*2 1拖2/铜基蹄块 带M10后视镜座 弹簧/配油管夹*2,161.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AU300"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""AU300""}]"
404000-0191-03,front brake assy L=870+520*2(1.1.2024~),前碟刹总成,L=870+520*2 1拖2/铜基蹄块 带M10后视镜座 弹簧/配油管夹*2 刹车触点开关防水插件DJ7021-2-21黑绿 套PVC管线长500mm,178.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AU300"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""AU300""}]"
405008-0011,front brake pads,前碟刹蹄块,铜基 AT110 配如意下泵,20.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AU300"", ""section"": null, ""variant"": null, ""callout_no"": ""45292"", ""confidence"": ""high"", ""model_code"": ""AU300""}]"
404002-0037,front brake lever,前刹制动把,黑色 AU300标准状态,25.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AU300"", ""section"": null, ""variant"": null, ""callout_no"": ""45294"", ""confidence"": ""high"", ""model_code"": ""AU300""}]"
404003-0015,Front brake upper cylinder,前碟刹上泵体总成,黑色 c1右上泵/含全套附件,51,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AU300"", ""section"": null, ""variant"": null, ""callout_no"": ""45295"", ""confidence"": ""high"", ""model_code"": ""AU300""}]"
404005-0025,Front brake oil pipe L=870+520*2,前碟刹油管总成,L=870+520*2 1拖2 含螺栓与垫片,42.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AU300"", ""section"": null, ""variant"": null, ""callout_no"": ""45296"", ""confidence"": ""high"", ""model_code"": ""AU300""}]"
404006-0020,Front brake lower cylinder,前碟刹下泵体总成,黑色 左右为一套 如意下泵铜基/含全套附件,76.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AU300"", ""section"": null, ""variant"": null, ""callout_no"": ""45297"", ""confidence"": ""high"", ""model_code"": ""AU300""}]"
903006-0008,nut M8(1.1.2024~),六角法兰尼龙锁紧螺母 IS0 7043-1997,三价彩 M8 盐雾48小时 白色尼龙圈,3.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AU300"", ""section"": null, ""variant"": null, ""callout_no"": ""17"", ""confidence"": ""high"", ""model_code"": ""AU300""}]"
405000-0142,rear brake assy L=1750,后碟刹总成,L=1750 1拖1 带M10后视镜座 弹簧/配油管夹*1,144.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AU300"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""AU300""}]"
405000-0142-02,rear brake assy L=1750(1.1.2024~),后碟刹总成,L=1750 1拖1/铜基蹄块 带M10后视镜座 弹簧/配油管夹*1 刹车触点开关防水插件DJ7021-2-21黑绿 套PVC管线长500mm,144.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""AU300"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""AU300""}]"
